Alcohol,Marijuana,Heroin,Cocaine,Age,Sex,Race,State,Highest_Year_Education_Before_Prison
2,0,0,0,45,Male, Black (NH),NC,16
2,0,0,0,38,Male, White (NH),MO,13
1,0,0,0,54,Female, Black (NH),LA,15
0,1,0,0,27,Male, Black (NH),MD,8
1,1,0,0,23,Female, American Indian/Alaska Native (NH),SD,12
1,1,0,1,35,Male, Hispanic,CA,12
2,0,0,0,22,Male, White (NH),KS,12
1,1,0,0,42,Male, Black (NH),MS,9
1,0,0,0,39,Male, 2+ Races (NH),OK,12
2,1,2,2,32,Female, White (NH),FL,11
1,1,0,0,26,Male, White (NH),OH,12
2,0,0,0,43,Male, Black (NH),MI,11
2,0,0,0,41,Female, 2+ Races (NH),MI,10
2,1,0,2,45,Female, White (NH),OH,12
2,2,2,2,32,Female, White (NH),LA,8
1,1,0,1,32,Female, Hispanic,NE,11
1,1,0,2,58,Male, White (NH),NV,14
1,0,0,0,45,Male, White (NH),OH,10
2,2,0,0,22,Male, Black (NH),GA,8
1,1,2,1,43,Male, White (NH),KY,13
1,1,0,2,35,Male, White (NH),IN,12
0,0,0,0,24,Male, Black (NH),NY,10
1,0,0,0,39,Male, White (NH),MO,10
2,0,0,0,43,Female, Hispanic,TX,8
2,0,0,0,54,Male, Black (NH),WA,14
0,0,0,0,51,Male, Hispanic,-1,8
2,2,0,2,52,Female, Hispanic,CA,6
2,1,2,2,37,Female, Hispanic,TX,9
2,0,1,2,46,Female, 2+ Races (NH),NY,18
2,2,0,2,36,Male, White (NH),WY,9
2,0,0,0,24,Male, 2+ Races (NH),MO,9
1,1,0,0,29,Female, Hispanic,WI,11
1,2,0,0,34,Female, Hispanic,CT,12
1,1,2,2,32,Male, White (NH),VT,13
1,0,0,0,52,Male, Black (NH),PA,12
2,1,0,0,27,Male, Black (NH),MO,11
2,1,0,2,37,Female, White (NH),AR,9
0,0,0,0,56,Male, Hispanic,NY,8
1,1,2,1,25,Male, White (NH),TX,12
2,0,0,0,34,Female, Hispanic,GA,16
1,2,2,2,42,Male, Black (NH),IL,9
0,0,0,0,52,Male, White (NH),MI,14
2,0,0,0,54,Male, Black (NH),KS,10
1,1,0,0,24,Male, Black (NH),IL,12
1,1,0,0,36,Male, Hispanic,PA,12
2,2,0,2,55,Male, White (NH),TX,12
1,2,2,2,54,Female, White (NH),IA,8
2,0,0,0,41,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),NC,10
1,0,0,0,56,Male, American Indian/Alaska Native (NH),CA,8
2,2,1,2,28,Male, White (NH),VA,10
0,0,0,0,32,Male, Black (NH),TX,12
1,1,0,0,45,Male, 2+ Races (NH),MI,12
1,1,0,0,26,Male, Black (NH),FL,12
2,0,0,1,48,Male, 2+ Races (NH),OK,10
2,0,0,0,28,Female, White (NH),IA,6
2,0,0,0,48,Male, Hispanic,CA,9
2,0,0,0,29,Female, White (NH),ID,14
2,0,0,0,47,Male, White (NH),NC,8
2,1,0,0,27,Male, Hispanic,FL,9
2,0,0,0,62,Female, White (NH),TN,13
2,2,2,2,40,Male, White (NH),OR,8
2,0,0,0,32,Male, White (NH),VA,8
2,0,0,0,34,Male, Hispanic,PR,12
2,0,0,0,24,Male, 2+ Races (NH),WA,13
2,2,1,2,40,Female, Black (NH),MI,12
2,2,2,2,40,Male, White (NH),AR,14
2,0,0,0,41,Female, White (NH),NY,11
0,0,0,0,25,Male, Black (NH),MO,11
2,1,0,1,44,Male, 2+ Races (NH),MI,7
2,0,0,0,58,Female, White (NH),VA,14
2,1,0,2,34,Female, White (NH),KY,11
2,0,0,0,35,Male, White (NH),NY,16
1,0,0,0,33,Male, 2+ Races (NH),WI,12
1,1,2,2,28,Male, White (NH),OR,12
2,0,0,0,62,Male, Black (NH),IL,12
2,0,0,0,53,Male, Black (NH),NY,10
1,2,2,2,39,Male, White (NH),MT,12
1,1,0,0,45,Male, Black (NH),CT,10
2,0,0,0,24,Male, White (NH),NC,9
2,1,1,1,28,Male, Black (NH),MD,8
1,1,0,1,46,Male, Hispanic,NY,10
2,2,2,2,32,Male, White (NH),PA,12
1,0,0,0,46,Male, Black (NH),IN,14
0,1,0,0,47,Male, Black (NH),TN,10
2,0,0,0,56,Male, White (NH),VA,7
2,1,0,0,43,Male, Uncategorized - Missing,TN,13
2,0,0,0,25,Male, Hispanic,TX,9
2,2,0,0,45,Male, White (NH),NV,12
2,0,0,0,22,Male, Black (NH),FL,98
2,0,0,0,26,Male, White (NH),CA,10
0,0,0,0,26,Male, Hispanic,MD,12
2,0,0,0,47,Male, Black (NH),IL,11
2,1,0,0,25,Female, Black (NH),TN,11
1,1,0,0,35,Male, Black (NH),NY,12
0,0,0,0,24,Male, Hispanic,CA,10
2,0,0,0,40,Male, White (NH),AR,12
2,0,0,0,34,Male, White (NH),WI,12
2,2,2,2,53,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,13
1,1,0,2,48,Male, White (NH),AR,6
2,1,0,2,47,Male, Black (NH),AK,9
2,0,0,0,28,Male, Black (NH),FL,8
2,0,0,0,48,Female, White (NH),IN,12
2,2,2,0,31,Male, Uncategorized - Missing,CA,7
2,0,0,0,24,Female, 2+ Races (NH),NJ,12
2,0,0,0,75,Male, White (NH),MA,18
2,0,0,0,23,Male, Black (NH),CA,9
2,0,0,0,50,Male, Black (NH),GA,14
0,0,0,0,22,Male, Black (NH),MI,11
2,2,2,2,42,Male, Hispanic,NM,12
2,1,0,0,22,Male, Black (NH),CA,11
2,0,0,0,21,Female, White (NH),SC,9
1,1,0,0,49,Male, Black (NH),VA,9
-1,0,0,0,79,Male, White (NH),OH,18
1,0,0,0,23,Male, Black (NH),MD,10
2,2,2,2,34,Male, White (NH),CA,11
2,2,0,2,52,Female, White (NH),OR,14
1,0,0,0,35,Male, White (NH),NY,5
2,0,0,0,53,Male, White (NH),WI,9
1,1,0,0,37,Male, 2+ Races (NH),RI,8
1,0,0,0,69,Male, Black (NH),AZ,9
2,0,0,0,30,Male, Hispanic,CO,10
2,2,0,2,35,Female, White (NH),KS,9
2,0,0,0,28,Male, White (NH),PA,13
1,0,0,0,63,Male, Hispanic,PA,11
0,0,0,0,30,Male, Hispanic,-1,9
1,0,0,0,36,Female, White (NH),PA,14
2,0,0,0,28,Male, Hispanic,AZ,9
2,0,0,0,44,Male, White (NH),CA,9
2,0,0,0,33,Male, Black (NH),FL,18
1,0,0,0,38,Male, Black (NH),LA,12
2,0,0,0,25,Female, Uncategorized - Missing,GA,13
2,0,0,0,34,Male, Hispanic,MA,99
1,2,0,2,57,Female, White (NH),MA,15
2,1,0,2,28,Female, 2+ Races (NH),OR,10
0,0,0,0,40,Male, Hispanic,-1,12
1,1,0,2,35,Male, Black (NH),VA,9
1,1,2,2,55,Male, Hispanic,CA,6
2,2,0,2,29,Male, 2+ Races (NH),TX,9
1,0,0,0,37,Male, Black (NH),CT,12
2,2,1,2,19,Female, White (NH),UT,10
1,0,0,0,56,Male, Black (NH),FL,8
1,1,1,1,63,Male, White (NH),TX,6
1,0,0,0,40,Female, White (NH),SC,14
2,2,0,2,32,Male, White (NH),MO,10
1,2,1,1,67,Male, Black (NH),NV,12
2,0,0,0,33,Male, 2+ Races (NH),PA,8
1,0,0,0,31,Male, White (NH),OH,8
1,2,0,1,36,Male, White (NH),FL,11
2,0,0,0,49,Male, Black (NH),WA,14
1,0,0,0,29,Male, White (NH),PA,12
1,1,0,2,35,Female, White (NH),IL,8
2,0,0,0,56,Male, White (NH),CA,16
2,0,0,0,29,Male, Black (NH),DE,13
2,0,0,0,27,Male, Black (NH),MD,9
2,0,0,0,24,Male, Black (NH),MO,10
1,0,0,0,49,Male, Black (NH),OK,12
2,0,0,0,30,Male, White (NH),MD,12
2,1,0,0,20,Male, 2+ Races (NH),OH,8
1,2,0,2,43,Male, Hispanic,TX,6
1,0,0,0,37,Female, White (NH),NY,13
1,0,0,0,26,Male, Hispanic,TX,7
2,2,1,2,44,Female, Black (NH),LA,8
1,2,0,1,39,Female, White (NH),VA,7
2,0,0,0,43,Male, White (NH),OH,11
2,1,0,2,42,Male, White (NH),MI,12
2,0,0,0,38,Male, Black (NH),TX,9
2,1,0,2,43,Female, White (NH),NM,10
2,0,0,0,22,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),CA,10
0,0,0,0,51,Female, Black (NH),AR,17
0,0,0,0,66,Male, Hispanic,NY,9
1,1,0,0,25,Male, Black (NH),MI,12
2,0,0,0,46,Male, 2+ Races (NH),TX,9
1,0,0,0,46,Male, Hispanic,TX,8
1,1,0,0,35,Female, Black (NH),IL,8
2,0,0,0,49,Male, Black (NH),CA,6
2,0,0,0,36,Female, 2+ Races (NH),VA,11
1,0,0,0,53,Male, White (NH),PA,9
2,1,0,1,29,Male, Hispanic,OK,8
0,0,0,0,36,Male, White (NH),AL,11
1,1,1,1,46,Male, Black (NH),CA,12
0,0,2,2,42,Female, White (NH),WV,12
0,0,0,0,40,Male, Hispanic,PR,14
2,1,0,2,30,Female, Black (NH),LA,9
2,0,0,0,39,Male, Hispanic,AR,6
2,1,0,0,23,Male, 2+ Races (NH),IL,9
1,2,0,1,36,Male, Hispanic,NY,98
2,2,0,2,38,Female, Hispanic,NM,11
2,0,0,0,51,Male, Black (NH),MI,10
2,2,0,1,50,Female, White (NH),IN,8
2,0,0,0,29,Male, Hispanic,TX,12
2,2,0,2,45,Male, White (NH),NV,12
0,0,0,0,22,Male, Black (NH),LA,5
2,0,0,0,25,Female, Hispanic,MA,13
1,0,0,0,31,Male, Black (NH),VA,12
2,0,0,0,32,Male, Hispanic,WA,6
1,0,0,2,48,Male, Hispanic,TX,8
2,0,0,0,56,Male, Hispanic,CA,11
1,1,2,1,49,Male, Black (NH),VA,9
2,0,0,0,34,Male, Hispanic,PA,12
2,1,0,0,21,Male, Black (NH),NC,9
2,0,0,0,37,Male, Black (NH),MI,12
1,1,0,0,39,Male, Black (NH),MO,12
2,0,0,0,34,Male, 2+ Races (NH),MI,11
1,1,0,1,42,Male, Black (NH),OH,10
2,2,1,2,33,Female, Hispanic,SD,16
0,0,0,0,56,Male, Black (NH),GA,13
1,0,0,0,60,Female, White (NH),MD,18
2,0,0,0,45,Female, 2+ Races (NH),FL,11
2,2,1,2,32,Male, White (NH),MD,13
2,1,0,0,22,Male, 2+ Races (NH),LA,7
2,1,0,1,38,Female, 2+ Races (NH),VA,9
2,2,0,0,39,Male, Black (NH),VA,10
2,1,0,0,32,Male, Black (NH),IN,16
0,0,0,0,63,Male, Black (NH),FL,10
0,1,0,2,48,Male, Black (NH),GA,9
2,2,0,2,32,Female, 2+ Races (NH),TX,10
2,0,0,0,30,Male, White (NH),TN,10
1,2,1,2,38,Male, American Indian/Alaska Native (NH),VA,7
2,1,0,0,35,Male, 2+ Races (NH),CA,7
2,0,0,0,34,Male, Black (NH),FL,8
2,0,0,0,32,Male, Black (NH),AL,6
2,2,0,2,31,Male, White (NH),FL,12
2,0,0,0,58,Male, White (NH),IL,12
2,0,0,0,66,Female, White (NH),NC,12
1,1,0,2,36,Male, White (NH),GA,10
2,0,0,0,54,Male, White (NH),FL,14
2,0,0,0,23,Male, Black (NH),VA,10
2,1,2,2,44,Male, White (NH),TN,13
2,2,1,2,24,Female, White (NH),IL,14
1,0,0,0,44,Female, White (NH),IN,11
2,0,0,0,26,Male, Hispanic,CA,12
0,1,0,0,26,Male, Black (NH),OH,9
1,2,0,1,40,Male, Hispanic,MI,9
2,0,0,0,42,Female, White (NH),KY,15
2,0,0,0,74,Male, White (NH),PA,12
1,0,0,0,26,Male, Hispanic,TX,12
2,0,0,0,29,Male, White (NH),GA,12
2,0,0,0,46,Male, White (NH),CT,14
0,0,0,0,28,Male, Black (NH),NY,11
2,0,0,0,70,Male, White (NH),NY,18
2,0,0,0,44,Male, Black (NH),OK,12
2,0,0,0,21,Male, White (NH),MI,12
2,0,0,0,29,Male, Black (NH),FL,9
2,0,0,0,47,Male, White (NH),FL,16
2,0,0,0,45,Male, Black (NH),NY,10
2,2,0,1,31,Male, 2+ Races (NH),SD,12
2,0,0,0,35,Male, Hispanic,CA,6
2,0,0,0,34,Male, Black (NH),VA,12
1,0,0,0,44,Male, Black (NH),GA,9
1,2,0,2,50,Male, White (NH),FL,18
1,0,0,0,53,Female, Black (NH),LA,8
2,2,2,2,41,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),CA,14
0,0,0,0,35,Female, Black (NH),LA,12
1,0,0,0,43,Male, White (NH),NY,10
2,0,0,0,55,Male, White (NH),MI,13
1,2,0,1,39,Female, 2+ Races (NH),NC,12
2,0,0,0,49,Male, Black (NH),AR,9
1,1,0,0,25,Female, Black (NH),IL,11
1,2,0,2,28,Male, Hispanic,CA,12
2,0,0,2,41,Male, Hispanic,TX,12
1,0,1,1,43,Female, 2+ Races (NH),PA,11
1,2,0,2,40,Female, White (NH),WY,9
1,1,0,0,35,Male, White (NH),SC,9
1,2,0,2,33,Female, 2+ Races (NH),KS,12
2,0,0,0,25,Male, Black (NH),MI,13
0,0,0,0,52,Female, 2+ Races (NH),OK,12
2,0,0,0,58,Male, American Indian/Alaska Native (NH),MI,6
2,2,2,2,31,Male, White (NH),IN,8
2,1,2,2,32,Male, White (NH),IL,12
2,2,1,2,32,Male, White (NH),WV,13
2,0,0,0,51,Female, Black (NH),GA,12
1,0,0,0,53,Female, Black (NH),IL,18
1,2,0,0,40,Male, Black (NH),PA,11
1,1,2,2,31,Male, White (NH),IN,7
0,0,0,0,22,Male, Black (NH),OH,11
2,1,0,0,27,Female, White (NH),VA,10
2,2,2,1,43,Male, Hispanic,PA,11
1,1,0,0,20,Male, Hispanic,CA,11
2,0,0,0,42,Male, 2+ Races (NH),MI,14
2,0,0,0,30,Male, Hispanic,NV,6
1,2,0,1,37,Female, Black (NH),MI,11
2,2,2,2,39,Female, White (NH),NC,8
1,0,0,0,41,Male, Black (NH),LA,12
2,0,0,0,42,Male, Black (NH),FL,7
2,0,0,0,27,Male, Hispanic,CA,10
1,0,0,0,47,Male, Black (NH),CO,10
1,2,2,1,50,Male, White (NH),TX,9
2,0,0,0,32,Female, 2+ Races (NH),GA,8
1,1,0,0,25,Male, Black (NH),SC,10
2,1,2,2,26,Male, Hispanic,CA,9
2,1,0,0,23,Male, Black (NH),OH,12
2,2,0,1,33,Male, White (NH),FL,8
2,0,0,0,36,Male, Black (NH),CA,10
2,0,0,0,51,Male, Black (NH),NY,9
2,0,0,0,45,Female, Black (NH),NJ,12
2,0,0,0,46,Male, Hispanic,TX,13
2,0,0,0,42,Male, 2+ Races (NH),MO,16
2,0,0,0,27,Male, Hispanic,HI,8
2,0,0,0,43,Male, Black (NH),TX,10
1,1,0,0,50,Male, Black (NH),TX,10
2,0,0,0,67,Female, White (NH),LA,18
2,0,0,0,20,Male, 2+ Races (NH),TX,10
2,2,1,2,36,Male, White (NH),OH,12
2,2,0,2,68,Male, White (NH),VA,15
2,0,0,0,37,Male, Hispanic,PA,11
1,0,0,0,47,Male, Hispanic,NJ,12
2,1,2,2,35,Female, Hispanic,IA,9
2,0,0,0,38,Male, White (NH),OR,17
2,0,0,0,50,Male, Black (NH),CA,11
2,2,0,1,41,Female, White (NH),KY,10
1,0,0,0,21,Male, Black (NH),NY,8
1,1,0,2,39,Male, White (NH),TN,10
2,0,0,0,32,Male, Black (NH),LA,7
1,1,0,2,42,Female, 2+ Races (NH),FL,8
2,0,0,0,52,Male, Hispanic,MA,5
1,1,0,1,48,Male, Black (NH),PA,13
2,0,0,0,46,Female, Black (NH),WI,14
1,1,0,2,37,Female, Black (NH),TX,12
0,0,0,0,46,Male, Hispanic,NY,13
2,0,0,0,23,Male, Hispanic,TX,9
2,0,0,0,41,Male, White (NH),TX,8
2,0,0,0,38,Male, White (NH),CA,10
0,2,1,2,26,Female, Hispanic,TX,12
2,1,2,2,30,Male, White (NH),CA,9
2,1,0,2,25,Male, White (NH),VA,12
1,2,0,2,35,Male, 2+ Races (NH),HI,12
0,0,0,0,34,Male, White (NH),MI,9
0,0,0,0,57,Male, Black (NH),MD,13
2,0,0,0,46,Female, White (NH),OH,12
2,1,0,2,31,Male, Black (NH),VA,12
2,1,0,0,20,Male, Black (NH),OH,11
2,2,0,2,39,Male, White (NH),CA,12
1,1,0,2,55,Male, White (NH),OK,9
1,2,1,2,31,Male, White (NH),PA,12
2,0,0,0,26,Male, White (NH),TX,12
2,0,0,0,33,Male, Black (NH),OH,6
1,2,0,0,35,Male, Hispanic,CA,12
2,0,0,0,42,Male, White (NH),CA,14
2,0,0,0,46,Female, White (NH),NV,12
2,0,0,0,35,Female, 2+ Races (NH),OH,14
2,0,0,0,33,Male, Black (NH),FL,12
2,0,0,0,27,Female, White (NH),PA,12
1,2,0,2,25,Male, White (NH),VA,11
2,0,0,0,25,Female, Black (NH),GA,13
0,0,0,0,29,Male, 2+ Races (NH),CO,12
2,1,0,0,35,Male, Black (NH),MI,12
2,0,0,0,39,Male, White (NH),SC,8
0,0,0,0,50,Male, White (NH),TX,10
2,0,0,0,26,Male, Black (NH),CA,12
2,0,0,0,38,Male, White (NH),GA,14
2,2,1,2,40,Male, Hispanic,TX,8
1,1,2,2,25,Male, 2+ Races (NH),FL,9
1,2,0,1,46,Male, Hispanic,TN,10
2,0,0,0,58,Female, Hispanic,PR,12
1,0,0,0,60,Female, White (NH),WI,12
0,0,0,0,59,Male, Black (NH),FL,10
2,0,0,0,45,Male, 2+ Races (NH),MO,13
0,0,0,0,35,Male, 2+ Races (NH),VA,12
2,0,0,0,23,Male, White (NH),VA,12
2,2,2,2,33,Male, White (NH),CT,12
2,1,2,2,35,Male, White (NH),MO,12
0,0,0,0,55,Male, Black (NH),IL,11
2,0,0,0,47,Male, Hispanic,CA,5
2,0,0,0,26,Female, White (NH),TX,12
0,1,1,0,37,Female, White (NH),MS,8
2,0,0,0,54,Male, White (NH),NY,9
2,0,0,0,37,Male, Black (NH),MO,13
1,0,0,0,33,Male, White (NH),OH,6
1,0,0,0,60,Female, White (NH),WI,12
2,1,2,2,33,Male, White (NH),CA,14
0,0,0,0,38,Male, Black (NH),  ,99
0,2,1,2,45,Male, White (NH),SC,14
1,1,0,0,22,Male, Black (NH),MA,11
0,0,0,0,26,Male, Black (NH),GA,10
2,2,2,2,51,Male, White (NH),NV,12
2,0,0,0,33,Male, 2+ Races (NH),TN,13
2,0,0,0,39,Male, Hispanic,TX,8
2,0,0,0,61,Male, Black (NH),OH,9
1,2,0,2,41,Male, Hispanic,NC,16
1,0,2,1,53,Male, 2+ Races (NH),IL,8
1,0,0,0,53,Female, White (NH),CA,9
2,0,0,0,40,Male, White (NH),MO,12
2,1,0,0,22,Male, Black (NH),TX,11
2,2,1,2,43,Female, White (NH),IN,15
2,0,0,0,40,Male, White (NH),AL,9
1,0,0,0,43,Female, White (NH),IA,14
2,2,1,1,34,Male, White (NH),NY,2
2,2,0,2,48,Female, American Indian/Alaska Native (NH),OK,12
2,2,2,2,31,Female, White (NH),MS,12
2,0,0,0,36,Male, Hispanic,KS,7
0,0,0,0,58,Male, White (NH),PA,12
0,1,2,0,20,Female, Hispanic,TX,9
2,0,0,0,35,Male, Hispanic,TX,1
1,1,0,0,43,Male, Black (NH),TX,18
1,1,0,2,22,Female, Hispanic,AZ,6
0,0,0,0,19,Male, Hispanic,NY,8
1,2,2,2,25,Female, Hispanic,SC,12
2,0,0,0,41,Male, Black (NH),FL,13
2,0,0,0,29,Male, Black (NH),NY,11
2,2,1,2,22,Male, White (NH),IL,8
2,1,0,0,25,Male, Black (NH),CT,11
2,2,2,2,34,Female, White (NH),TN,13
1,1,0,2,27,Female, Black (NH),KS,12
1,1,0,1,30,Female, Black (NH),AR,11
2,0,0,0,54,Male, Hispanic,CO,11
1,0,0,0,23,Male, White (NH),GA,12
2,0,0,0,41,Male, Black (NH),TX,11
0,0,0,0,42,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,16
1,1,0,2,35,Male, Hispanic,TX,10
2,2,1,2,51,Female, Black (NH),WI,12
1,1,0,0,31,Male, 2+ Races (NH),TN,10
0,2,0,0,32,Male, 2+ Races (NH),OR,12
1,0,0,0,52,Female, Black (NH),TN,9
2,1,2,2,69,Male, White (NH),GA,12
2,0,0,1,42,Female, White (NH),KY,11
2,0,0,0,57,Male, White (NH),MA,13
0,1,2,1,49,Male, Black (NH),TN,10
1,1,0,2,29,Male, Black (NH),FL,12
2,1,0,2,23,Male, 2+ Races (NH),VA,11
2,1,0,0,32,Male, Black (NH),VA,1
2,0,0,0,56,Male, White (NH),WV,10
2,0,0,0,36,Male, Black (NH),NC,14
0,0,1,0,39,Female, 2+ Races (NH),WA,18
1,2,2,2,31,Male, White (NH),IL,12
0,1,0,2,35,Male, Hispanic,PA,10
2,1,2,0,30,Male, 2+ Races (NH),TN,9
2,0,0,0,37,Male, Black (NH),GA,12
1,1,0,0,50,Male, Black (NH),NC,11
1,2,0,2,50,Male, Hispanic,FL,9
2,0,0,0,52,Male, Hispanic,MD,11
1,2,0,2,34,Female, Hispanic,WA,10
2,0,0,0,29,Female, White (NH),TN,8
1,0,0,0,38,Male, Black (NH),KS,9
2,0,0,0,45,Female, White (NH),AK,9
0,0,0,0,31,Male, White (NH),TX,9
2,0,0,0,40,Male, Black (NH),SC,10
2,0,0,0,23,Male, Hispanic,CA,10
0,0,0,0,28,Male, Black (NH),FL,11
0,0,0,0,18,Female, Black (NH),TX,10
2,0,0,0,49,Female, Black (NH),GA,12
1,0,0,0,61,Male, 2+ Races (NH),PA,8
2,0,0,0,19,Male, Black (NH),NC,8
2,2,0,2,22,Female, Hispanic,WA,8
1,2,0,1,44,Male, White (NH),TX,16
1,0,0,0,36,Female, Black (NH),NC,11
1,0,0,0,36,Male, Black (NH),PA,11
2,1,1,1,27,Female, White (NH),VA,10
2,0,0,0,31,Male, Black (NH),MD,10
1,0,0,0,52,Male, White (NH),IL,8
2,0,0,0,50,Male, White (NH),FL,8
2,0,0,0,32,Female, Black (NH),GA,9
2,0,0,0,50,Male, Hispanic,NY,12
2,2,2,2,30,Female, White (NH),TN,11
1,2,0,2,44,Male, Black (NH),TX,12
2,0,0,0,29,Male, Black (NH),PA,11
1,0,0,0,32,Female, 2+ Races (NH),KS,16
2,0,0,0,25,Female, White (NH),OH,10
1,0,0,0,52,Female, 2+ Races (NH),TX,15
1,0,0,0,35,Male, Hispanic,PA,11
2,1,0,2,31,Male, Hispanic,PR,10
2,0,0,0,47,Male, Black (NH),NC,15
0,0,0,0,29,Male, Black (NH),TN,18
1,1,0,0,37,Male, Black (NH),NC,9
2,0,0,0,34,Male, Black (NH),NY,10
2,2,0,1,51,Male, White (NH),AL,14
2,2,2,2,33,Male, White (NH),NV,12
2,0,0,0,44,Male, Hispanic,CA,10
2,0,0,0,31,Male, Black (NH),TX,14
2,0,0,0,24,Male, Black (NH),IL,12
1,0,0,0,48,Female, White (NH),WI,12
0,0,0,0,44,Female, 2+ Races (NH),MA,10
2,0,0,0,47,Female, Black (NH),GA,16
2,0,0,0,26,Male, Hispanic,-1,3
2,0,0,0,22,Female, Hispanic,NC,12
1,2,0,2,27,Female, 2+ Races (NH),SD,10
1,1,1,2,60,Male, Black (NH),IL,2
1,0,0,0,27,Male, Black (NH),MN,8
2,2,0,1,23,Male, Hispanic,OR,9
1,0,0,0,51,Male, White (NH),WI,14
0,2,2,1,33,Female, White (NH),PA,12
2,0,0,0,27,Female, Black (NH),GA,9
1,0,0,1,41,Male, Hispanic,IL,2
1,2,0,2,39,Female, Black (NH),TX,8
1,1,0,1,34,Male, Hispanic,MI,14
1,2,0,1,49,Male, Hispanic,AZ,6
2,0,0,0,28,Male, Hispanic,-1,12
2,0,0,0,38,Female, 2+ Races (NH),AZ,1
2,0,0,0,48,Male, Hispanic,AZ,6
2,0,0,0,23,Female, White (NH),KY,8
2,1,0,0,32,Male, Black (NH),MI,12
2,0,0,0,22,Male, 2+ Races (NH),GA,15
2,0,0,0,35,Female, White (NH),OR,0
1,0,0,0,25,Male, White (NH),AZ,12
1,2,0,0,60,Male, White (NH),MD,12
2,0,0,0,29,Female, American Indian/Alaska Native (NH),NE,11
2,0,0,0,34,Male, Black (NH),FL,13
2,1,0,0,20,Male, Black (NH),NC,9
1,0,0,0,32,Male, Hispanic,TX,13
0,0,0,0,48,Male, Black (NH),NC,10
2,1,1,2,33,Male, 2+ Races (NH),TX,11
2,2,0,0,44,Male, American Indian/Alaska Native (NH),CA,9
2,0,0,0,22,Male, Black (NH),AR,11
2,0,0,0,23,Male, Hispanic,-1,11
2,2,0,1,51,Male, Black (NH),NC,9
2,0,0,0,28,Female, Black (NH),MD,10
2,0,0,0,33,Male, Hispanic,TX,12
0,0,0,0,21,Male, White (NH),TN,10
2,0,0,0,41,Female, White (NH),IL,9
1,1,0,0,37,Male, Black (NH),GA,13
2,1,0,2,49,Male, Hispanic,PR,8
2,0,0,0,39,Male, Black (NH),VA,10
2,0,0,0,38,Male, Black (NH),NC,9
1,0,0,0,41,Male, Hispanic,NY,11
2,0,0,0,33,Female, White (NH),SC,8
2,2,2,2,38,Male, White (NH),NV,7
1,1,0,0,25,Female, White (NH),SC,7
2,0,0,0,36,Female, Black (NH),TN,14
0,0,0,0,46,Male, Black (NH),NY,12
2,2,1,2,59,Male, Black (NH),CA,10
0,0,0,0,48,Female, 2+ Races (NH),CA,13
1,2,0,1,38,Male, Black (NH),FL,10
0,0,0,0,39,Male, Hispanic,CO,12
1,1,0,2,26,Male, 2+ Races (NH),GA,12
0,0,0,0,55,Male, White (NH),OH,98
2,0,0,0,36,Male, White (NH),FL,14
1,0,0,0,49,Female, American Indian/Alaska Native (NH),AZ,11
2,1,2,2,29,Male, 2+ Races (NH),CA,16
1,0,0,0,46,Male, White (NH),AZ,9
1,2,0,1,54,Female, Black (NH),FL,12
1,1,0,0,33,Male, Black (NH),NV,12
2,0,0,0,41,Female, White (NH),TX,18
2,0,0,0,27,Male, Hispanic,GA,98
1,2,2,1,54,Male, White (NH),SC,10
2,0,0,0,20,Male, White (NH),MI,12
2,0,0,0,35,Male, White (NH),IN,7
2,2,0,2,40,Male, Black (NH),TX,9
2,0,0,0,39,Male, Black (NH),MI,11
2,0,0,0,33,Male, White (NH),MI,9
2,2,0,1,45,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),AZ,10
2,1,0,0,27,Male, White (NH),PA,11
2,0,0,0,31,Male, Hispanic,FL,10
2,0,0,0,45,Male, White (NH),WI,15
2,0,0,0,63,Male, White (NH),PA,12
2,2,0,2,38,Female, Hispanic,TX,10
2,0,0,0,26,Female, 2+ Races (NH),OH,11
0,0,0,0,55,Male, Black (NH),KS,12
2,0,0,2,53,Female, White (NH),IL,14
2,0,0,0,34,Male, White (NH),TX,9
1,0,0,0,31,Female, Hispanic,TX,12
1,2,0,2,37,Female, White (NH),MS,8
2,1,0,0,37,Female, Black (NH),TX,12
2,0,0,0,40,Male, Black (NH),TN,10
2,0,0,0,63,Male, White (NH),FL,17
2,0,0,0,25,Male, Black (NH),PA,13
1,0,0,0,31,Male, White (NH),IA,16
0,2,0,2,47,Female, White (NH),UT,12
0,1,0,2,27,Male, Hispanic,KY,14
1,0,0,2,31,Male, Hispanic,-1,4
0,0,0,0,28,Male, Black (NH),GA,9
0,0,0,0,46,Male, White (NH),IN,12
2,2,1,2,50,Male, 2+ Races (NH),TX,8
0,0,0,0,23,Male, Hispanic,OH,9
2,0,0,0,44,Female, Black (NH),NC,7
2,0,0,0,26,Female, Black (NH),NC,7
2,0,0,0,27,Male, Black (NH),KS,12
2,2,0,2,28,Male, White (NH),CA,12
2,0,0,0,58,Male, Black (NH),TX,12
2,0,0,0,32,Male, Hispanic,TX,9
0,1,0,1,55,Male, Hispanic,FL,8
2,1,0,0,22,Male, Black (NH),NY,10
