Alcohol,Alcohol_12months,Alcohol_ever,Marijuana,Marijuana_30days,Marijuana_12months,Marijuana_ever,Heroin,Heroin_30days,Heroin_12months,Heroin_ever,Cocaine,Cocaine_30days,Cocaine_12months,Cocaine_ever,Age,Sex,Race,State,time_of_use,drug_type,num_drugs,Age_group
0,0,2,2,2,0,1,0,0,0,2,0,0,0,2,49,Male, Black (NH),MS,More than a year ago,"('Marijuana',)",Marijuana,45-54
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,55,Male, White (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,27,Male, Black (NH),FL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,2,1,1,1,1,1,0,0,0,2,2,2,2,1,56,Male, White (NH),GA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,55-64
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,61,Female, White (NH),KY,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,55-64
1,1,1,0,1,1,1,0,0,0,2,0,1,1,1,24,Male, Black (NH),IA,Time of Arrest,"('Alcohol',)",Alcohol,18-24
1,2,1,1,1,1,1,0,0,0,2,1,1,1,1,60,Male, Black (NH),FL,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,49,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),PA,More than a year ago,"('Alcohol',)",Alcohol,45-54
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,25,Female, Black (NH),IL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,2,1,2,2,2,1,0,0,0,2,0,0,0,2,27,Male, Black (NH),NY,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,20,Male, Black (NH),TX,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,18-24
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,33,Male, White (NH),MA,Time of Arrest,"('Alcohol',)",Alcohol,25-34
0,0,2,1,1,0,1,0,0,0,2,0,0,0,2,44,Male, Black (NH),LA,Time of Arrest,"('Marijuana',)",Marijuana,35-44
-1,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,32,Male, Black (NH),NC,More than a year ago,"('Alcohol',)",Alcohol,25-34
1,1,1,1,1,0,1,0,0,0,2,0,0,0,2,39,Male, Black (NH),NY,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,26,Male, Black (NH),VA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,49,Male, Hispanic,CA,More than a year ago,"('Alcohol',)",Alcohol,45-54
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,49,Male, Black (NH),CA,More than a year ago,"('Marijuana',)",Marijuana,45-54
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,53,Female, White (NH),WI,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,31,Female, White (NH),OH,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,1,1,0,1,0,1,0,0,0,2,0,2,0,1,36,Male, Uncategorized - Missing,FL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,1,1,2,1,1,1,2,2,2,1,0,0,0,2,19,Male, 2+ Races (NH),MO,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,36,Male, Hispanic,FL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,41,Male, Hispanic,TX,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,35,Female, Hispanic,CA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,25,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,1,1,2,2,2,1,2,1,1,1,32,Male, White (NH),PA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,1,1,0,0,0,2,0,2,2,1,40,Male, Black (NH),CA,Past 12 months,"('Marijuana',)",Marijuana,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,51,Female, White (NH),MI,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,2,1,0,2,2,1,0,2,1,1,0,1,2,1,30,Female, Hispanic,TX,Past 30 days,"('Cocaine',)",Cocaine,25-34
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,27,Male, Black (NH),GA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,34,Female, American Indian/Alaska Native (NH),SD,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,51,Male, White (NH),AK,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,57,Female, White (NH),AL,Never used,(),No use,55-64
1,1,1,0,2,1,1,0,0,0,2,0,0,0,2,24,Male, Hispanic,PR,Time of Arrest,"('Alcohol',)",Alcohol,18-24
1,1,1,2,2,0,1,0,0,0,2,2,2,0,1,37,Female, White (NH),GA,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,2,1,2,2,0,1,0,0,0,2,2,2,0,1,29,Female, White (NH),IN,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,0,1,1,1,1,1,0,0,0,2,1,1,2,1,56,Female, 2+ Races (NH),FL,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,19,Male, Black (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,1,1,2,2,0,1,2,2,0,1,0,0,0,2,65,Male, Black (NH),MI,Time of Arrest,"('Alcohol',)",Alcohol,64+
1,2,1,1,1,0,1,1,1,0,1,1,1,0,1,64,Male, Black (NH),DC,Time of Arrest,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,55-64
1,2,1,1,1,0,1,0,0,0,2,2,2,0,1,30,Male, Black (NH),VA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,1,1,0,1,2,1,0,0,0,2,0,1,2,1,21,Male, White (NH),OR,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,18-24
2,2,1,1,1,1,1,0,0,0,2,2,2,2,1,25,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,2,1,0,2,0,1,0,0,0,2,0,2,0,1,27,Male, Hispanic,TX,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,20,Male, Uncategorized - Missing,FL,Time of Arrest,"('Alcohol',)",Alcohol,18-24
1,2,1,0,1,1,1,0,0,0,2,0,1,1,1,32,Male, 2+ Races (NH),FL,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,2,1,2,1,0,1,1,1,0,1,2,2,0,1,27,Male, White (NH),PA,Time of Arrest,"('Heroin',)",Heroin,25-34
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,42,Male, Black (NH),CA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,2,1,0,2,0,1,0,0,0,2,0,0,0,2,80,Male, Black (NH),CA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,64+
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,52,Female, Black (NH),MS,Never used,(),No use,45-54
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,25,Male, White (NH),MO,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,2,1,2,1,0,1,0,0,0,2,1,1,0,1,54,Male, 2+ Races (NH),MI,Time of Arrest,"('Cocaine',)",Cocaine,45-54
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,35,Female, White (NH),FL,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,0,1,2,2,2,1,2,2,2,1,2,2,2,1,49,Male, White (NH),NY,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,26,Female, White (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,29,Male, Hispanic,CA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,2,2,2,1,1,1,1,1,1,1,1,1,36,Female, White (NH),CT,Time of Arrest,"('Heroin', 'Cocaine')",More than one drugs,35-44
2,0,1,2,2,0,1,2,2,0,1,0,0,0,2,29,Female, White (NH),VA,More than a year ago,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,27,Female, Black (NH),AL,More than a year ago,"('Alcohol',)",Alcohol,25-34
1,2,1,1,1,1,1,0,0,0,2,2,2,2,1,46,Male, Black (NH),MO,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,30,Male, Hispanic,FL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,29,Male, White (NH),WV,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,40,Female, Black (NH),GA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,2,1,0,1,2,1,0,0,0,2,0,1,2,1,32,Male, White (NH),CA,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,25-34
1,2,1,0,2,0,1,0,0,0,2,0,2,0,1,47,Male, Hispanic,OR,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,44,Female, White (NH),CA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,0,1,0,1,0,1,0,0,0,2,0,2,0,1,39,Female, White (NH),MA,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,1,1,0,2,0,1,0,0,0,2,0,2,0,1,43,Male, Black (NH),TN,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,38,Male, Hispanic,MD,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,57,Male, White (NH),TN,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,1,1,2,1,0,0,0,2,0,0,0,2,18,Male, Black (NH),MD,Time of Arrest,"('Marijuana',)",Marijuana,<18
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,37,Female, White (NH),PA,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,27,Male, White (NH),WA,Past 30 days,"('Marijuana', 'Heroin')",More than one drugs,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,30,Male, Black (NH),OH,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,2,1,1,1,1,1,2,1,2,1,26,Male, White (NH),IN,Time of Arrest,"('Marijuana', 'Heroin')",More than one drugs,25-34
2,2,1,0,1,1,1,0,1,1,1,0,1,1,1,27,Male, White (NH),OH,Past 30 days,"('Marijuana', 'Heroin', 'Cocaine')",More than one drugs,25-34
2,2,1,0,1,0,1,0,0,0,2,0,2,0,1,30,Male, White (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,35,Male, Hispanic,TX,Never used,(),No use,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,33,Male, Black (NH),TX,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
0,0,2,0,2,1,1,0,0,0,2,0,0,0,2,28,Male, Black (NH),MO,Past 12 months,"('Marijuana',)",Marijuana,25-34
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,27,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,19,Male, 2+ Races (NH),MO,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,0,1,1,1,1,1,0,0,0,2,1,1,1,1,59,Male, Hispanic,NY,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
1,2,1,1,2,1,1,0,0,0,2,1,2,2,1,22,Female, White (NH),TX,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,18-24
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,26,Female, White (NH),MN,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,2,1,0,1,0,1,0,0,0,2,0,0,0,2,23,Male, Black (NH),CA,Past 30 days,"('Marijuana',)",Marijuana,18-24
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,52,Male, Black (NH),IL,Never used,(),No use,45-54
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,67,Male, White (NH),MO,More than a year ago,"('Alcohol',)",Alcohol,64+
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,23,Male, Black (NH),TN,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,2,1,0,1,1,1,0,1,2,2,0,1,30,Male, White (NH),IL,Time of Arrest,"('Heroin',)",Heroin,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,20,Male, White (NH),NC,Never used,(),No use,18-24
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,43,Male, 2+ Races (NH),CA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,37,Male, White (NH),PA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,2,1,0,1,1,1,0,0,0,2,0,0,0,2,38,Male, Black (NH),MO,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,34,Male, Black (NH),FL,Time of Arrest,"('Alcohol',)",Alcohol,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,53,Male, 2+ Races (NH),SC,Never used,(),No use,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,51,Male, Black (NH),FL,More than a year ago,"('Alcohol',)",Alcohol,45-54
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,49,Male, White (NH),MS,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,40,Female, White (NH),SC,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,41,Female, Black (NH),IN,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,1,1,1,1,0,0,0,2,2,2,2,1,30,Male, Hispanic,-1,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,28,Male, Hispanic,TX,More than a year ago,"('Alcohol',)",Alcohol,25-34
2,0,1,2,2,1,1,1,1,1,1,2,2,2,1,39,Female, White (NH),MO,Time of Arrest,"('Heroin',)",Heroin,35-44
2,2,1,0,1,1,1,0,2,2,1,0,1,2,1,33,Female, 2+ Races (NH),GA,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,20,Male, Black (NH),FL,Never used,(),No use,18-24
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,55,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,1,1,0,2,1,1,0,0,0,2,0,0,0,2,55,Male, 2+ Races (NH),OH,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,2,2,1,1,2,2,2,1,2,2,2,1,39,Male, White (NH),ME,Past 12 months,"('Marijuana',)",Marijuana,35-44
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,57,Female, Hispanic,FL,More than a year ago,"('Alcohol',)",Alcohol,55-64
2,0,1,0,1,1,1,0,2,2,1,0,2,2,1,35,Female, White (NH),TN,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,33,Male, Black (NH),TN,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,26,Male, Hispanic,PA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,0,1,2,1,0,1,0,0,0,2,2,2,0,1,37,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,35-44
0,0,2,0,0,0,2,0,1,0,1,0,0,0,2,32,Male, Hispanic,CA,Past 30 days,"('Heroin',)",Heroin,25-34
-2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,68,Male, Black (NH),GA,More than a year ago,"('Alcohol',)",Alcohol,64+
1,1,1,2,2,2,1,0,0,0,2,2,2,2,1,31,Male, Hispanic,FL,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,2,1,0,1,0,0,0,2,2,2,0,1,25,Female, White (NH),AR,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,2,1,1,2,1,2,1,1,1,1,1,60,Male, Black (NH),PA,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,55-64
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,51,Male, 2+ Races (NH),GA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,30,Female, Black (NH),NC,Never used,(),No use,25-34
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,35,Male, Black (NH),MI,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,52,Male, White (NH),PA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,59,Male, Hispanic,CA,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,1,1,2,1,0,1,0,0,0,2,1,1,0,1,32,Male, Black (NH),FL,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,44,Male, White (NH),PA,More than a year ago,"('Alcohol',)",Alcohol,35-44
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,30,Male, Hispanic,-1,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,30,Female, White (NH),NY,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,2,1,1,0,2,2,1,0,2,2,1,51,Male, White (NH),TX,Past 12 months,"('Marijuana',)",Marijuana,45-54
2,0,1,2,1,0,1,0,0,0,2,2,2,0,1,45,Male, White (NH),MN,Past 30 days,"('Marijuana',)",Marijuana,45-54
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,39,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,35,Female, White (NH),MI,Never used,(),No use,35-44
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,55,Male, White (NH),NM,Past 30 days,"('Marijuana',)",Marijuana,55-64
2,2,1,1,1,1,1,0,0,0,2,2,1,1,1,24,Male, Black (NH),OH,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,1,1,0,0,0,2,0,0,0,2,2,1,2,1,46,Male, White (NH),PA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,0,1,0,1,1,1,0,0,0,2,0,0,0,2,42,Male, American Indian/Alaska Native (NH),SD,Time of Arrest,"('Alcohol',)",Alcohol,35-44
0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,35,Male, Black (NH),VA,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,28,Male, Black (NH),SC,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,54,Male, Hispanic,-2,Never used,(),No use,45-54
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,19,Male, Hispanic,DC,Never used,(),No use,18-24
2,0,1,0,2,0,1,0,0,0,2,0,1,0,1,54,Male, Black (NH),FL,Past 30 days,"('Cocaine',)",Cocaine,45-54
2,0,1,2,2,1,1,1,1,1,1,2,2,1,1,62,Male, Hispanic,PA,Time of Arrest,"('Heroin',)",Heroin,55-64
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,31,Male, White (NH),NV,Time of Arrest,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,25-34
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,34,Male, Hispanic,AZ,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,2,1,1,1,1,1,0,0,0,2,2,2,2,1,25,Male, Hispanic,CA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,68,Male, Black (NH),PA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,64+
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,48,Male, White (NH),GA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,43,Female, Hispanic,FL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,1,1,0,1,0,0,0,2,1,1,0,1,23,Male, Hispanic,NY,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,18-24
2,2,1,2,2,1,1,0,0,0,2,2,2,2,1,29,Female, 2+ Races (NH),NE,Past 12 months,"('Marijuana',)",Marijuana,25-34
1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,39,Female, White (NH),PA,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,1,2,2,1,0,0,0,2,2,2,2,1,29,Male, Black (NH),TX,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,0,1,0,0,0,2,2,2,0,1,39,Female, Hispanic,AZ,Time of Arrest,"('Marijuana',)",Marijuana,35-44
1,1,1,2,2,1,1,0,0,0,2,2,2,2,1,33,Male, White (NH),AZ,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,2,2,2,1,0,0,0,2,1,2,1,1,47,Male, Hispanic,WA,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,33,Male, White (NH),IA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,32,Male, Hispanic,NM,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,2,1,0,2,0,1,0,0,0,2,0,0,0,2,28,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,55,Male, Hispanic,CA,Time of Arrest,"('Alcohol',)",Alcohol,55-64
2,0,1,2,2,2,1,2,2,1,1,2,1,1,1,41,Male, White (NH),FL,Past 30 days,"('Cocaine',)",Cocaine,35-44
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,35,Male, Black (NH),PA,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,30,Male, Black (NH),TN,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,0,1,0,1,1,1,0,0,0,2,0,1,1,1,23,Female, Hispanic,MA,Time of Arrest,"('Alcohol',)",Alcohol,18-24
2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,39,Female, White (NH),MI,Time of Arrest,"('Heroin', 'Cocaine')",More than one drugs,35-44
1,0,1,1,1,0,1,0,0,0,2,2,2,0,1,52,Male, 2+ Races (NH),DC,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,1,1,1,1,2,1,1,1,2,1,1,1,33,Male, Hispanic,TX,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,31,Female, Black (NH),IL,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,45,Male, Hispanic,NY,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,2,1,2,2,0,1,0,0,0,2,2,2,0,1,43,Female, Hispanic,ID,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
1,2,1,0,2,0,1,0,0,0,2,0,0,0,2,40,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),UT,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,1,1,1,1,0,0,0,2,2,2,2,1,22,Female, Black (NH),KY,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,22,Male, Black (NH),CT,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,18-24
2,0,1,2,2,0,1,1,1,0,1,2,2,0,1,23,Female, 2+ Races (NH),VA,Time of Arrest,"('Heroin',)",Heroin,18-24
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,41,Male, Hispanic,-1,More than a year ago,"('Alcohol',)",Alcohol,35-44
1,1,1,1,1,2,1,1,1,1,1,0,0,0,2,46,Male, Black (NH),IL,Time of Arrest,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,45-54
0,0,2,0,1,2,1,0,0,0,2,0,0,0,2,38,Male, Black (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,0,1,2,1,0,1,0,0,0,2,2,1,0,1,52,Female, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,55,Male, White (NH),OH,Never used,(),No use,55-64
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,32,Male, White (NH),FL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,2,1,1,1,1,1,0,0,0,2,1,1,1,1,31,Male, Black (NH),OK,Time of Arrest,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,34,Male, Black (NH),MI,More than a year ago,"('Alcohol',)",Alcohol,25-34
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,55,Male, White (NH),OH,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,29,Male, White (NH),TX,Time of Arrest,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,25-34
2,1,1,2,2,2,1,0,0,0,2,2,2,2,1,35,Female, Hispanic,CA,Past 12 months,"('Alcohol',)",Alcohol,35-44
